userId,recommendedItemId,rank
-9016528795238256703,-2358756719610361882,2
-9016528795238256703,-3040610224044779845,3
-9016528795238256703,2581138407738454418,4
-9016528795238256703,-5920475612630001479,5
-9012030317377670760,-7525512143002603676,1
-9012030317377670760,-5736221996280340620,2
-9012030317377670760,-3678789633202302491,3
-9012030317377670760,-8258529658421542282,4
-9012030317377670760,5338677278233757627,5
-9009798162809551896,3367026768872537336,1
-9009798162809551896,2581138407738454418,2
-9009798162809551896,-6843047699859121724,3
-9009798162809551896,1469580151036142903,4
-9009798162809551896,-4333957157636611418,5
-9001583565812478106,-4029704725707465084,1
-9001583565812478106,-8627051188605351707,2
-9001583565812478106,3367026768872537336,3
-9001583565812478106,-133139342397538859,4
-9001583565812478106,-6156751702010469220,5
-8994220765455693336,-4029704725707465084,1
-8994220765455693336,8224860111193157980,2
-8994220765455693336,-6783772548752091658,3
-8994220765455693336,1738052593226421681,4
-8994220765455693336,-8992803137960175254,5
-8985529623369322698,-4029704725707465084,1
-8985529623369322698,-6783772548752091658,2
-8985529623369322698,6044362651232258738,3
-8985529623369322698,1738052593226421681,4
-8985529623369322698,-133139342397538859,5
-8984152171875293281,8224860111193157980,1
-8984152171875293281,-4029704725707465084,2
-8984152171875293281,6044362651232258738,3
-8984152171875293281,-6783772548752091658,4
-8984152171875293281,-2358756719610361882,5
-8965597312806628567,7507067965574797372,1
-8965597312806628567,-4029704725707465084,2
-8965597312806628567,6989198691754522425,3
-8965597312806628567,-4084394822880420062,4
-8965597312806628567,1469580151036142903,5
-8965390025652957482,1734266821019430183,1
-8965390025652957482,6850500272809381909,2
-8965390025652957482,-5014627593450767720,3
-8965390025652957482,4259370161044254504,4
-8965390025652957482,2581138407738454418,5
-8961797610770561652,1024145536490998555,1
-8961797610770561652,-7113155163062752691,2
-8961797610770561652,6769852549722242790,3
-8961797610770561652,-133139342397538859,4
-8961797610770561652,2870099478920706993,5
-8909668725653743114,3170775058142440102,1
-8909668725653743114,-1297580205670251233,2
-8909668725653743114,-5848514031542611523,3
-8909668725653743114,1854874463930846880,4
-8909668725653743114,-1038011342017850,5
-8891033171626175843,-133139342397538859,1
-8891033171626175843,880612740433495828,2
-8891033171626175843,-1297580205670251233,3
-8891033171626175843,1738052593226421681,4
-8891033171626175843,8586403905004879205,5
-8860671864164757449,8224860111193157980,1
-8860671864164757449,8586403905004879205,2
-8860671864164757449,-1297580205670251233,3
-8860671864164757449,3367026768872537336,4
-8860671864164757449,-6843047699859121724,5
-8859417914913317336,1469580151036142903,1
-8859417914913317336,-4333957157636611418,2
-8859417914913317336,-8627051188605351707,3
-8859417914913317336,7814856426770804213,4
-8859417914913317336,3367026768872537336,5
-8854674432071487111,-6783772548752091658,1
-8854674432071487111,8224860111193157980,2
-8854674432071487111,6044362651232258738,3
-8854674432071487111,-133139342397538859,4
-8854674432071487111,-8208801367848627943,5
-8853658195208337106,1469580151036142903,1
-8853658195208337106,2581138407738454418,2
-8853658195208337106,-6843047699859121724,3
-8853658195208337106,-6156751702010469220,4
-8853658195208337106,9175693555063886126,5
-8845298781299428018,4118743389464105405,1
-8845298781299428018,-6467708104873171151,2
-8845298781299428018,-8099145207792678586,3
-8845298781299428018,5238119115012015307,4
-8845298781299428018,4761910285123871012,5
-8830250090736356260,3367026768872537336,1
-8830250090736356260,7507067965574797372,2
-8830250090736356260,-3040610224044779845,3
-8830250090736356260,1469580151036142903,4
-8830250090736356260,-2358756719610361882,5
-8823950498314351783,-8381230866408697127,1
-8823950498314351783,1469580151036142903,2
-8823950498314351783,-6728844082024523434,3
-8823950498314351783,-2447632164766022033,4
-8823950498314351783,-6843047699859121724,5
-8821868115755885910,-3338916066794638254,1
-8821868115755885910,9175693555063886126,2
-8821868115755885910,6241723672990266258,3
-8821868115755885910,3367026768872537336,4
-8821868115755885910,5445999759138709405,5
-8802075878443651241,-3040610224044779845,1
-8802075878443651241,3367026768872537336,2
-8802075878443651241,1469580151036142903,3
-8802075878443651241,7507067965574797372,4
-8802075878443651241,-5920475612630001479,5
-8784674845716296727,4105873627900556540,1
-8784674845716296727,-2358756719610361882,2
-8784674845716296727,-6783772548752091658,3
-8784674845716296727,-6156751702010469220,4
-8784674845716296727,-4029704725707465084,5
-8781635134606732409,-6783772548752091658,1
-8781635134606732409,7507067965574797372,2
-8781635134606732409,1469580151036142903,3
-8781635134606732409,-2358756719610361882,4
-8781635134606732409,4105873627900556540,5
-8781306637602263252,1469580151036142903,1
-8781306637602263252,7507067965574797372,2
-8781306637602263252,3367026768872537336,3
-8781306637602263252,5854206600849997966,4
-8781306637602263252,7814856426770804213,5
-8765011947844411605,-6783772548752091658,1
-8765011947844411605,-4029704725707465084,2
-8765011947844411605,-1297580205670251233,3
-8765011947844411605,-8208801367848627943,4
-8765011947844411605,-6156751702010469220,5
-8763398617720485024,3367026768872537336,1
-8763398617720485024,-133139342397538859,2
-8763398617720485024,-6843047699859121724,3
-8763398617720485024,1469580151036142903,4
-8763398617720485024,-3040610224044779845,5
-8743976205985209861,4105873627900556540,1
-8743976205985209861,9175693555063886126,2
-8743976205985209861,-5488842573681626972,3
-8743976205985209861,8749720044741011597,4
-8743976205985209861,-8043889175123948305,5
-8738496712327699923,-4029704725707465084,1
-8738496712327699923,-6843047699859121724,2
-8738496712327699923,-6783772548752091658,3
-8738496712327699923,1356221992133852808,4
-8738496712327699923,-133139342397538859,5
-8719462623048086192,-5014627593450767720,1
-8719462623048086192,2581138407738454418,2
-8719462623048086192,-3662111110237135231,3
-8719462623048086192,8224860111193157980,4
-8719462623048086192,-6783772548752091658,5
-8704807962619440953,1469580151036142903,1
-8704807962619440953,-7113155163062752691,2
-8704807962619440953,3367026768872537336,3
-8704807962619440953,-4333957157636611418,4
-8704807962619440953,-3040610224044779845,5
-8699750646678621887,-6783772548752091658,1
-8699750646678621887,-133139342397538859,2
-8699750646678621887,8224860111193157980,3
-8699750646678621887,-5848514031542611523,4
-8699750646678621887,1854874463930846880,5
-8694104221113176052,-8208801367848627943,1
-8694104221113176052,2072448887839540892,2
-8694104221113176052,3149164017776669829,3
-8694104221113176052,-5002383425685129595,4
-8694104221113176052,-8518096793350810174,5
-8686631410634491662,-8627051188605351707,1
-8686631410634491662,-7113155163062752691,2
-8686631410634491662,569574447134368517,3
-8686631410634491662,-14569272361926584,4
-8686631410634491662,3660989387512978561,5
-8674958742744576254,-4029704725707465084,1
-8674958742744576254,-133139342397538859,2
-8674958742744576254,-2358756719610361882,3
-8674958742744576254,2581138407738454418,4
-8674958742744576254,-6843047699859121724,5
-8672331451814079632,-6783772548752091658,1
-8672331451814079632,8224860111193157980,2
-8672331451814079632,-133139342397538859,3
-8672331451814079632,8586403905004879205,4
-8672331451814079632,880612740433495828,5
-8670749047273764903,-2358756719610361882,1
-8670749047273764903,-4029704725707465084,2
-8670749047273764903,-133139342397538859,3
-8670749047273764903,5658521282502533116,4
-8670749047273764903,-8043889175123948305,5
-8652741825481604192,-6156751702010469220,1
-8652741825481604192,3367026768872537336,2
-8652741825481604192,-4029704725707465084,3
-8652741825481604192,1469580151036142903,4
-8652741825481604192,-6843047699859121724,5
-8632760515877149847,6044362651232258738,1
-8632760515877149847,-6783772548752091658,2
-8632760515877149847,1738052593226421681,3
-8632760515877149847,-133139342397538859,4
-8632760515877149847,-8992803137960175254,5
-8625026691457884033,-4029704725707465084,1
-8625026691457884033,8586403905004879205,2
-8625026691457884033,-6783772548752091658,3
-8625026691457884033,880612740433495828,4
-8625026691457884033,1738052593226421681,5
-8620763856232712186,-6783772548752091658,1
-8620763856232712186,-133139342397538859,2
-8620763856232712186,-4029704725707465084,3
-8620763856232712186,8224860111193157980,4
-8620763856232712186,6044362651232258738,5
-8607239111818252463,-4029704725707465084,1
-8607239111818252463,-6783772548752091658,2
-8607239111818252463,-133139342397538859,3
-8607239111818252463,7507067965574797372,4
-8607239111818252463,2581138407738454418,5
-8606737560479590536,-6783772548752091658,1
-8606737560479590536,-8627051188605351707,2
-8606737560479590536,3660989387512978561,3
-8606737560479590536,-6843047699859121724,4
-8606737560479590536,2581138407738454418,5
-8606085472606356565,8224860111193157980,1
-8606085472606356565,-6783772548752091658,2
-8606085472606356565,6044362651232258738,3
-8606085472606356565,-133139342397538859,4
-8606085472606356565,-8208801367848627943,5
-8594002152006287708,-4029704725707465084,1
-8594002152006287708,-8627051188605351707,2
-8594002152006287708,3660989387512978561,3
-8594002152006287708,569574447134368517,4
-8594002152006287708,-2402288292108892893,5
-8571236143575825977,1469580151036142903,1
-8571236143575825977,3660989387512978561,2
-8571236143575825977,-4029704725707465084,3
-8571236143575825977,569574447134368517,4
-8571236143575825977,-5813211845057621660,5
-8569200589303439259,-5014627593450767720,1
-8569200589303439259,-5431549861280885742,2
-8569200589303439259,6384824828701919724,3
-8569200589303439259,7612428320594238723,4
-8569200589303439259,-4029704725707465084,5
-8567193579502361778,-6783772548752091658,1
-8567193579502361778,-1297580205670251233,2
-8567193579502361778,-4029704725707465084,3
-8567193579502361778,-8742648016180281673,4
-8567193579502361778,-4503975842879662368,5
-8564151860284884458,1469580151036142903,1
-8564151860284884458,-133139342397538859,2
-8564151860284884458,-4029704725707465084,3
-8564151860284884458,-5848514031542611523,4
-8564151860284884458,-6843047699859121724,5
-8560472911230584244,-133139342397538859,1
-8560472911230584244,-5848514031542611523,2
-8560472911230584244,-4029704725707465084,3
-8560472911230584244,991271693336573226,4
-8560472911230584244,1854874463930846880,5
-8550167523008133722,-6843047699859121724,1
-8550167523008133722,2581138407738454418,2
-8550167523008133722,-1453783314552286835,3
-8550167523008133722,-2447632164766022033,4
-8550167523008133722,2285214528595997209,5
-8543191472586917959,-6783772548752091658,1
-8543191472586917959,8224860111193157980,2
-8543191472586917959,6044362651232258738,3
-8543191472586917959,-133139342397538859,4
-8543191472586917959,1469580151036142903,5
-8532959362941292070,-6783772548752091658,1
-8532959362941292070,-4029704725707465084,2
-8532959362941292070,8224860111193157980,3
-8532959362941292070,-8208801367848627943,4
-8532959362941292070,6044362651232258738,5
-8531270379574423340,-1901742495252324928,1
-8531270379574423340,4118743389464105405,2
-8531270379574423340,-4216050818952952471,3
-8531270379574423340,-6858240061363309239,4
-8531270379574423340,-8618420761918493321,5
-8527027076020639137,6769852549722242790,1
-8527027076020639137,-4029704725707465084,2
-8527027076020639137,-7113155163062752691,3
-8527027076020639137,-133139342397538859,4
-8527027076020639137,-14569272361926584,5
-8493970054335899532,7507067965574797372,1
-8493970054335899532,-4029704725707465084,2
-8493970054335899532,6989198691754522425,3
-8493970054335899532,-2358756719610361882,4
-8493970054335899532,1469580151036142903,5
-8486803825457737124,5658521282502533116,1
-8486803825457737124,-5488842573681626972,2
-8486803825457737124,-8043889175123948305,3
-8486803825457737124,-6783772548752091658,4
-8486803825457737124,-5571606607344218289,5
-8483977803231124788,-7294716554902079523,1
-8483977803231124788,3091351089612339864,2
-8483977803231124788,-6156751702010469220,3
-8483977803231124788,-133139342397538859,4
-8483977803231124788,-2358756719610361882,5
-8464996041856312914,3367026768872537336,1
-8464996041856312914,-6728844082024523434,2
-8464996041856312914,7814856426770804213,3
-8464996041856312914,1469580151036142903,4
-8464996041856312914,-8208801367848627943,5
-8459536159620126358,-6783772548752091658,1
-8459536159620126358,-4029704725707465084,2
-8459536159620126358,8586403905004879205,3
-8459536159620126358,8224860111193157980,4
-8459536159620126358,1738052593226421681,5
-8446652614764495168,6044362651232258738,1
-8446652614764495168,8938071859536254465,2
-8446652614764495168,-8243488279185272615,3
-8446652614764495168,5238119115012015307,4
-8446652614764495168,2072448887839540892,5
-8446209748110806120,-133139342397538859,1
-8446209748110806120,6044362651232258738,2
-8446209748110806120,1469580151036142903,3
-8446209748110806120,-8208801367848627943,4
-8446209748110806120,-2358756719610361882,5
-8436122021634018264,-8208801367848627943,1
-8436122021634018264,-4029704725707465084,2
-8436122021634018264,-6783772548752091658,3
-8436122021634018264,2072448887839540892,4
-8436122021634018264,-8518096793350810174,5
-8432963309304640464,8901449108040307914,1
-8432963309304640464,2555983212310147009,2
-8432963309304640464,5238119115012015307,3
-8432963309304640464,-1633984990770981161,4
-8432963309304640464,2285214528595997209,5
-8430239657678001264,-2358756719610361882,1
-8430239657678001264,-133139342397538859,2
-8430239657678001264,7507067965574797372,3
-8430239657678001264,-6783772548752091658,4
-8430239657678001264,1469580151036142903,5
-8424644554119645763,7507067965574797372,1
-8424644554119645763,-4029704725707465084,2
-8424644554119645763,8901449108040307914,3
-8424644554119645763,2285214528595997209,4
-8424644554119645763,-2479936301516183562,5
-8420584158427265596,-8627051188605351707,1
-8420584158427265596,569574447134368517,2
-8420584158427265596,3660989387512978561,3
-8420584158427265596,-2402288292108892893,4
-8420584158427265596,-1878128207048892154,5
-8417075466521236595,-4029704725707465084,1
-8417075466521236595,-133139342397538859,2
-8417075466521236595,8224860111193157980,3
-8417075466521236595,-1297580205670251233,4
-8417075466521236595,-2358756719610361882,5
-8411878656309735649,-4029704725707465084,1
-8411878656309735649,-6783772548752091658,2
-8411878656309735649,-133139342397538859,3
-8411878656309735649,3367026768872537336,4
-8411878656309735649,4105873627900556540,5
-8406450552010054661,-5848514031542611523,1
-8406450552010054661,-4029704725707465084,2
-8406450552010054661,991271693336573226,3
-8406450552010054661,6031953227014493100,4
-8406450552010054661,2709926970543371965,5
-8403810558207260021,7521700660190108859,1
-8403810558207260021,2645380860642118790,2
-8403810558207260021,-6728844082024523434,3
-8403810558207260021,-2447632164766022033,4
-8403810558207260021,-8208801367848627943,5
-8402550747787819270,1356221992133852808,1
-8402550747787819270,3367026768872537336,2
-8402550747787819270,8657408509986329668,3
-8402550747787819270,-4333957157636611418,4
-8402550747787819270,2581138407738454418,5
-8399605302938582500,1469580151036142903,1
-8399605302938582500,-6843047699859121724,2
-8399605302938582500,-4029704725707465084,3
-8399605302938582500,-2358756719610361882,4
-8399605302938582500,-133139342397538859,5
-8389868196569319547,1734266821019430183,1
-8389868196569319547,-4460374799273064357,2
-8389868196569319547,-3662111110237135231,3
-8389868196569319547,-5014627593450767720,4
-8389868196569319547,-8159730897893673528,5
-8388706028506253757,-6783772548752091658,1
-8388706028506253757,8224860111193157980,2
-8388706028506253757,7507067965574797372,3
-8388706028506253757,1469580151036142903,4
-8388706028506253757,-2358756719610361882,5
-8384598282283588647,1469580151036142903,1
-8384598282283588647,7507067965574797372,2
-8384598282283588647,3367026768872537336,3
-8384598282283588647,-133139342397538859,4
-8384598282283588647,2581138407738454418,5
-8336698712796133957,-6783772548752091658,1
-8336698712796133957,-133139342397538859,2
-8336698712796133957,-8627051188605351707,3
-8336698712796133957,-6156751702010469220,4
-8336698712796133957,3660989387512978561,5
-8309025352777181908,3367026768872537336,1
-8309025352777181908,-4333957157636611418,2
-8309025352777181908,-5044204125574973395,3
-8309025352777181908,-3944300307678659798,4
-8309025352777181908,-6523871595334455509,5
-8306418824693202277,-6783772548752091658,1
-8306418824693202277,-2358756719610361882,2
-8306418824693202277,-4029704725707465084,3
-8306418824693202277,-133139342397538859,4
-8306418824693202277,-1633984990770981161,5
-8297991392336681667,-6783772548752091658,1
-8297991392336681667,8224860111193157980,2
-8297991392336681667,-133139342397538859,3
-8297991392336681667,6044362651232258738,4
-8297991392336681667,880612740433495828,5
-8295797114403986789,-4029704725707465084,1
-8295797114403986789,-6783772548752091658,2
-8295797114403986789,1738052593226421681,3
-8295797114403986789,880612740433495828,4
-8295797114403986789,-133139342397538859,5
-8292030653061689145,-8208801367848627943,1
-8292030653061689145,-133139342397538859,2
-8292030653061689145,-4029704725707465084,3
-8292030653061689145,-6783772548752091658,4
-8292030653061689145,-4333957157636611418,5
-8275914447540023677,2589533162305407436,1
-8275914447540023677,8384349834972693428,2
-8275914447540023677,3394403706511230595,3
-8275914447540023677,-3351652027149912881,4
-8275914447540023677,8298709454703868984,5
-8251340065348651782,-4029704725707465084,1
-8251340065348651782,-2358756719610361882,2
-8251340065348651782,4105873627900556540,3
-8251340065348651782,-1297580205670251233,4
-8251340065348651782,-5488842573681626972,5
-8246472165248286476,-4029704725707465084,1
-8246472165248286476,-133139342397538859,2
-8246472165248286476,-1297580205670251233,3
-8246472165248286476,8224860111193157980,4
-8246472165248286476,-2358756719610361882,5
-8243547748317128482,-4029704725707465084,1
-8243547748317128482,-133139342397538859,2
-8243547748317128482,943818026930898372,3
-8243547748317128482,-6783772548752091658,4
-8243547748317128482,1356221992133852808,5
-8243020848740766897,7507067965574797372,1
-8243020848740766897,-6843047699859121724,2
-8243020848740766897,-6728844082024523434,3
-8243020848740766897,2581138407738454418,4
-8243020848740766897,3660989387512978561,5
-8241940599580729220,-6783772548752091658,1
-8241940599580729220,8224860111193157980,2
-8241940599580729220,-2358756719610361882,3
-8241940599580729220,-133139342397538859,4
-8241940599580729220,2581138407738454418,5
-8223836278784533306,-133139342397538859,1
-8223836278784533306,-6783772548752091658,2
-8223836278784533306,-6843047699859121724,3
-8223836278784533306,-4029704725707465084,4
-8223836278784533306,4876769046116846438,5
-8207027873334509187,8224860111193157980,1
-8207027873334509187,-133139342397538859,2
-8207027873334509187,-1297580205670251233,3
-8207027873334509187,8586403905004879205,4
-8207027873334509187,880612740433495828,5
-8205402408645015051,8749720044741011597,1
-8205402408645015051,-133139342397538859,2
-8205402408645015051,-6156751702010469220,3
-8205402408645015051,-4029704725707465084,4
-8205402408645015051,1469580151036142903,5
-8158702351275780234,4105873627900556540,1
-8158702351275780234,5658521282502533116,2
-8158702351275780234,8749720044741011597,3
-8158702351275780234,-5488842573681626972,4
-8158702351275780234,-2358756719610361882,5
-8132559109129514792,3367026768872537336,1
-8132559109129514792,-8381230866408697127,2
-8132559109129514792,-4333957157636611418,3
-8132559109129514792,4045164454094417310,4
-8132559109129514792,7507067965574797372,5
-8130584461861751846,-4029704725707465084,1
-8130584461861751846,-133139342397538859,2
-8130584461861751846,-1297580205670251233,3
-8130584461861751846,6044362651232258738,4
-8130584461861751846,-2358756719610361882,5
-8123627990288459252,7507067965574797372,1
-8123627990288459252,-4029704725707465084,2
-8123627990288459252,-133139342397538859,3
-8123627990288459252,6989198691754522425,4
-8123627990288459252,-2358756719610361882,5
-8121520783058973108,8749720044741011597,1
-8121520783058973108,-2358756719610361882,2
-8121520783058973108,-6783772548752091658,3
-8121520783058973108,-1297580205670251233,4
-8121520783058973108,3170775058142440102,5
-8099670049200803627,-6156751702010469220,1
-8099670049200803627,-2447632164766022033,2
-8099670049200803627,-2358756719610361882,3
-8099670049200803627,-133139342397538859,4
-8099670049200803627,-4029704725707465084,5
-8093344434152153830,-4084394822880420062,1
-8093344434152153830,-1453783314552286835,2
-8093344434152153830,-4333957157636611418,3
-8093344434152153830,511891900317865118,4
-8093344434152153830,-7518373517401484139,5
-8093201745874454494,-6783772548752091658,1
-8093201745874454494,-133139342397538859,2
-8093201745874454494,8224860111193157980,3
-8093201745874454494,6044362651232258738,4
-8093201745874454494,-1297580205670251233,5
-8093198092490224964,-6156751702010469220,1
-8093198092490224964,-2447632164766022033,2
-8093198092490224964,-133139342397538859,3
-8093198092490224964,-2358756719610361882,4
-8093198092490224964,1356221992133852808,5
-8092995968448142037,-6783772548752091658,1
-8092995968448142037,8224860111193157980,2
-8092995968448142037,6044362651232258738,3
-8092995968448142037,-133139342397538859,4
-8092995968448142037,880612740433495828,5
-8078450058314350213,-6783772548752091658,1
-8078450058314350213,8224860111193157980,2
-8078450058314350213,6044362651232258738,3
-8078450058314350213,-133139342397538859,4
-8078450058314350213,880612740433495828,5
-8077293301545760758,1469580151036142903,1
-8077293301545760758,-8627051188605351707,2
-8077293301545760758,8729086959762650511,3
-8077293301545760758,-4029704725707465084,4
-8077293301545760758,-6156751702010469220,5
-8058416136173881530,-4029704725707465084,1
-8058416136173881530,-6783772548752091658,2
-8058416136173881530,-4333957157636611418,3
-8058416136173881530,7507067965574797372,4
-8058416136173881530,1469580151036142903,5
-8051903121006324833,6831941111848480366,1
-8051903121006324833,-8813724423497152538,2
-8051903121006324833,2916072977192006313,3
-8051903121006324833,-3130182799308303924,4
-8051903121006324833,-6035458164887182128,5
-8050113247491924905,-133139342397538859,1
-8050113247491924905,-4029704725707465084,2
-8050113247491924905,-1297580205670251233,3
-8050113247491924905,8224860111193157980,4
-8050113247491924905,-6783772548752091658,5
-8036997159314605196,-8627051188605351707,1
-8036997159314605196,569574447134368517,2
-8036997159314605196,9175693555063886126,3
-8036997159314605196,-4029704725707465084,4
-8036997159314605196,3367026768872537336,5
-8020832670974472349,2581138407738454418,1
-8020832670974472349,1356221992133852808,2
-8020832670974472349,-6843047699859121724,3
-8020832670974472349,-3040610224044779845,4
-8020832670974472349,3495098006178009360,5
-8017805007838352081,-6783772548752091658,1
-8017805007838352081,8224860111193157980,2
-8017805007838352081,-1297580205670251233,3
-8017805007838352081,6044362651232258738,4
-8017805007838352081,-8208801367848627943,5
-8004014040019183404,7507067965574797372,1
-8004014040019183404,-4029704725707465084,2
-8004014040019183404,1469580151036142903,3
-8004014040019183404,-4333957157636611418,4
-8004014040019183404,-133139342397538859,5
-8002698029075478835,-4029704725707465084,1
-8002698029075478835,-133139342397538859,2
-8002698029075478835,-1297580205670251233,3
-8002698029075478835,-2358756719610361882,4
-8002698029075478835,8224860111193157980,5
-7990997793599977496,-6783772548752091658,1
-7990997793599977496,8224860111193157980,2
-7990997793599977496,-4029704725707465084,3
-7990997793599977496,-7527881206365368,4
-7990997793599977496,4876769046116846438,5
-7981599955442508322,2372438485070148864,1
-7981599955442508322,-6843047699859121724,2
-7981599955442508322,2581138407738454418,3
-7981599955442508322,-8627051188605351707,4
-7981599955442508322,-4996336942690402156,5
-7980653669913930599,-4029704725707465084,1
-7980653669913930599,6044362651232258738,2
-7980653669913930599,-6783772548752091658,3
-7980653669913930599,-133139342397538859,4
-7980653669913930599,8586403905004879205,5
-7966002439899518762,-969155230116728853,1
-7966002439899518762,7521700660190108859,2
-7966002439899518762,-4434534460030275781,3
-7966002439899518762,-4029704725707465084,4
-7966002439899518762,-5527182266336855540,5
-7963931769298005669,-6783772548752091658,1
-7963931769298005669,-133139342397538859,2
-7963931769298005669,-4029704725707465084,3
-7963931769298005669,8224860111193157980,4
-7963931769298005669,-6843047699859121724,5
-7957197279845818597,3660989387512978561,1
-7957197279845818597,1469580151036142903,2
-7957197279845818597,-6728844082024523434,3
-7957197279845818597,8869347744613364434,4
-7957197279845818597,569574447134368517,5
-7946448731524943718,3367026768872537336,1
-7946448731524943718,-6843047699859121724,2
-7946448731524943718,-4029704725707465084,3
-7946448731524943718,-8208801367848627943,4
-7946448731524943718,7507067965574797372,5
-7920036110689552764,4105873627900556540,1
-7920036110689552764,-5488842573681626972,2
-7920036110689552764,-6783772548752091658,3
-7920036110689552764,-8043889175123948305,4
-7920036110689552764,-4029704725707465084,5
-7919979140583047064,-6783772548752091658,1
-7919979140583047064,-1297580205670251233,2
-7919979140583047064,-4029704725707465084,3
-7919979140583047064,8224860111193157980,4
-7919979140583047064,7507067965574797372,5
-7910759941896704223,-4029704725707465084,1
-7910759941896704223,8586403905004879205,2
-7910759941896704223,-6783772548752091658,3
-7910759941896704223,880612740433495828,4
-7910759941896704223,1738052593226421681,5
-7909814890969546668,-4029704725707465084,1
-7909814890969546668,1469580151036142903,2
-7909814890969546668,-6783772548752091658,3
-7909814890969546668,-133139342397538859,4
-7909814890969546668,7507067965574797372,5
-7902462005407456546,-6843047699859121724,1
-7902462005407456546,4876769046116846438,2
-7902462005407456546,-4145260601063545880,3
-7902462005407456546,1854874463930846880,4
-7902462005407456546,-4084394822880420062,5
-7898880382889684604,-6783772548752091658,1
-7898880382889684604,-4029704725707465084,2
-7898880382889684604,6031953227014493100,3
-7898880382889684604,8224860111193157980,4
-7898880382889684604,991271693336573226,5
-7847088265446527581,-8208801367848627943,1
-7847088265446527581,943818026930898372,2
-7847088265446527581,-4029704725707465084,3
-7847088265446527581,3149164017776669829,4
-7847088265446527581,-133139342397538859,5
-7843165118747205305,4105873627900556540,1
-7843165118747205305,-8043889175123948305,2
-7843165118747205305,-2358756719610361882,3
-7843165118747205305,8749720044741011597,4
-7843165118747205305,5658521282502533116,5
-7831984182146287504,-3275688295651945765,1
-7831984182146287504,-8968101771604200516,2
-7831984182146287504,5445999759138709405,3
-7831984182146287504,204997192300542382,4
-7831984182146287504,7818691400791322406,5
-7815718986451468962,1024145536490998555,1
-7815718986451468962,-7113155163062752691,2
-7815718986451468962,-4029704725707465084,3
